Age,Height,Sex_mapped,Overweight_Obese_Family_mapped,Consumption_of_Fast_Food_mapped,Frequency_of_Consuming_Vegetables_mapped,Number_of_Main_Meals_Daily_mapped,Food_Intake_Between_Meals_mapped,Smoking_mapped,Liquid_Intake_Daily_mapped,Calculation_of_Calorie_Intake_mapped,Physical_Excercise_mapped,Schedule_Dedicated_to_Technology_mapped,Type_of_Transportation_Used_mapped,Class_mapped
46,178,Male,Yes,No,Rarely,3,Sometimes,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Overweight
46,182,Male,No,Yes,Rarely,3,Rarely,Yes,More than 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Overweight
47,165,Male,No,No,Sometimes,3,Rarely,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
47,170,Male,No,Yes,Rarely,3,Sometimes,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
47,172,Male,No,Yes,Sometimes,3,Rarely,Yes,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
47,174,Male,No,No,Rarely,3,Usually,Yes,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
47,183,Male,No,Yes,Sometimes,1 or 2 ,Rarely,Yes,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
48,171,Male,No,No,Sometimes,3,Always,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
48,175,Male,No,No,Sometimes,1 or 2 ,Sometimes,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Overweight
48,176,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
48,175,Male,No,Yes,Always,3,Usually,Yes,Less than 1 Liter,Yes,7 days per week,More than 5 hourse per day,Automobile,Overweight
48,164,Male,No,No,Always,3,Always,No,Between 1 and 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
49,170,Male,Yes,Yes,Rarely,3,Usually,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
49,171,Male,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
49,176,Male,No,No,Sometimes,3,Always,No,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
49,180,Male,Yes,Yes,Rarely,3,Sometimes,Yes,Less than 1 Liter,Yes,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
50,169,Male,No,Yes,Always,3,Always,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
50,171,Male,Yes,Yes,Sometimes,3,Rarely,Yes,Between 1 and 2 Liters,Yes,1-2 days per week,3-5 hours per day,Automobile,Overweight
50,169,Male,No,Yes,Always,3,Sometimes,No,More than 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
51,170,Male,No,No,Sometimes,1 or 2 ,Rarely,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
51,171,Male,Yes,No,Rarely,3,Sometimes,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
51,172,Male,No,No,Rarely,3,Sometimes,Yes,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
51,174,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
51,174,Male,No,Yes,Always,3,Always,No,More than 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Overweight
52,176,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
52,178,Male,Yes,Yes,Sometimes,3,Rarely,Yes,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
52,165,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
52,170,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
53,171,Male,No,No,Sometimes,3,Usually,Yes,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Overweight
53,173,Male,No,No,Sometimes,3,Usually,No,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
54,170,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
54,174,Male,No,No,Always,1 or 2 ,Rarely,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
54,176,Male,No,No,Sometimes,3,Usually,Yes,Less than 1 Liter,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
19,164,Male,No,Yes,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Obesity
21,172,Male,Yes,Yes,Rarely,More than 3,Usually,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Motorbike,Obesity
21,171,Male,Yes,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,1-2 days per week,More than 5 hourse per day,Public Transportation,Obesity
24,168,Male,No,Yes,Sometimes,More than 3,Rarely,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Motorbike,Overweight
25,175,Male,Yes,Yes,Rarely,More than 3,Sometimes,Yes,Between 1 and 2 Liters,Yes,No sports,1-2 hours per day,Public Transportation,Obesity
26,179,Male,No,No,Sometimes,More than 3,Rarely,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Motorbike,Obesity
26,175,Male,Yes,Yes,Rarely,More than 3,Sometimes,Yes,Less than 1 Liter,Yes,3-4 days per week,3-5 hours per day,Public Transportation,Obesity
28,179,Male,Yes,Yes,Sometimes,3,Sometimes,No,More than 2 Liters,Yes,7 days per week,1-2 hours per day,Public Transportation,Obesity
29,174,Male,Yes,Yes,Rarely,3,Sometimes,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Public Transportation,Obesity
30,177,Male,No,No,Sometimes,More than 3,Rarely,Yes,Between 1 and 2 Liters,Yes,7 days per week,1-2 hours per day,Public Transportation,Obesity
30,179,Male,No,Yes,Rarely,More than 3,Rarely,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Public Transportation,Obesity
32,167,Male,No,Yes,Rarely,3,Always,Yes,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Obesity
32,175,Male,No,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Public Transportation,Obesity
32,185,Male,Yes,Yes,Rarely,More than 3,Sometimes,No,Less than 1 Liter,Yes,7 days per week,1-2 hours per day,Walking,Obesity
33,173,Male,Yes,Yes,Rarely,More than 3,Sometimes,Yes,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Walking,Obesity
33,161,Male,Yes,No,Sometimes,3,Sometimes,Yes,More than 2 Liters,Yes,1-2 days per week,1-2 hours per day,Walking,Obesity
33,170,Male,No,Yes,Rarely,More than 3,Sometimes,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Obesity
33,175,Male,No,Yes,Rarely,3,Always,Yes,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Public Transportation,Obesity
34,174,Male,Yes,Yes,Rarely,More than 3,Always,Yes,Between 1 and 2 Liters,Yes,No sports,More than 5 hourse per day,Public Transportation,Obesity
34,177,Male,No,Yes,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Obesity
35,168,Male,No,Yes,Rarely,More than 3,Rarely,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Public Transportation,Obesity
35,166,Male,No,Yes,Rarely,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Public Transportation,Obesity
35,172,Male,Yes,No,Rarely,3,Usually,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Obesity
35,181,Male,No,Yes,Rarely,More than 3,Rarely,No,Less than 1 Liter,Yes,7 days per week,More than 5 hourse per day,Public Transportation,Obesity
36,178,Male,No,Yes,Sometimes,3,Rarely,Yes,Between 1 and 2 Liters,Yes,7 days per week,More than 5 hourse per day,Public Transportation,Obesity
36,185,Male,Yes,Yes,Sometimes,3,Usually,Yes,Less than 1 Liter,Yes,7 days per week,More than 5 hourse per day,Public Transportation,Obesity
37,164,Male,No,No,Rarely,More than 3,Always,Yes,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Public Transportation,Obesity
37,184,Male,Yes,Yes,Rarely,3,Usually,Yes,Between 1 and 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Obesity
38,166,Male,No,No,Sometimes,3,Usually,Yes,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Obesity
38,179,Male,No,No,Rarely,More than 3,Sometimes,No,Less than 1 Liter,No,1-2 days per week,More than 5 hourse per day,Automobile,Obesity
38,181,Male,Yes,Yes,Rarely,3,Always,Yes,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Obesity
39,176,Male,Yes,Yes,Sometimes,3,Usually,No,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
39,175,Male,No,No,Sometimes,More than 3,Usually,Yes,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Obesity
39,193,Male,Yes,Yes,Rarely,More than 3,Rarely,Yes,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Automobile,Obesity
39,165,Male,No,Yes,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Obesity
40,169,Male,No,No,Rarely,More than 3,Rarely,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Obesity
40,173,Male,No,No,Rarely,More than 3,Sometimes,Yes,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Obesity
41,175,Male,No,No,Rarely,More than 3,Sometimes,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Obesity
41,176,Male,Yes,Yes,Sometimes,More than 3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Obesity
41,181,Male,Yes,Yes,Rarely,More than 3,Always,Yes,Less than 1 Liter,Yes,3-4 days per week,1-2 hours per day,Automobile,Obesity
42,174,Male,No,Yes,Rarely,More than 3,Always,Yes,More than 2 Liters,Yes,7 days per week,More than 5 hourse per day,Automobile,Obesity
42,172,Male,No,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Obesity
42,176,Male,No,Yes,Rarely,More than 3,Sometimes,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Obesity
43,166,Male,No,Yes,Rarely,3,Usually,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Obesity
43,186,Male,Yes,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Obesity
43,186,Male,Yes,Yes,Rarely,3,Usually,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Obesity
44,171,Male,No,No,Rarely,More than 3,Sometimes,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Obesity
44,170,Male,Yes,No,Sometimes,3,Rarely,Yes,More than 2 Liters,Yes,7 days per week,1-2 hours per day,Automobile,Obesity
45,164,Male,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,3-4 days per week,More than 5 hourse per day,Automobile,Obesity
45,166,Male,No,Yes,Rarely,More than 3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Obesity
45,171,Male,No,Yes,Sometimes,3,Always,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Obesity
45,180,Male,Yes,No,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Obesity
45,182,Male,No,Yes,Rarely,More than 3,Sometimes,Yes,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Obesity
46,166,Male,No,Yes,Sometimes,3,Rarely,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
46,170,Male,No,No,Rarely,3,Usually,Yes,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Obesity
46,175,Male,No,No,Sometimes,3,Rarely,No,Between 1 and 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Obesity
47,180,Male,Yes,Yes,Rarely,More than 3,Rarely,No,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
47,184,Male,Yes,No,Sometimes,3,Sometimes,Yes,Less than 1 Liter,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
48,166,Male,No,No,Rarely,More than 3,Always,Yes,Between 1 and 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Obesity
48,182,Male,Yes,No,Sometimes,3,Rarely,Yes,Less than 1 Liter,Yes,3-4 days per week,1-2 hours per day,Automobile,Obesity
49,180,Male,No,No,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Obesity
50,174,Male,No,No,Rarely,3,Always,Yes,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Automobile,Obesity
50,181,Male,No,Yes,Rarely,More than 3,Always,No,Less than 1 Liter,Yes,7 days per week,1-2 hours per day,Automobile,Obesity
51,167,Male,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,1-2 days per week,More than 5 hourse per day,Automobile,Obesity
51,173,Male,No,No,Rarely,3,Always,No,Less than 1 Liter,No,1-2 days per week,1-2 hours per day,Automobile,Obesity
52,174,Male,No,No,Rarely,3,Usually,Yes,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Obesity
52,179,Male,No,No,Rarely,3,Always,Yes,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
52,180,Male,Yes,Yes,Rarely,More than 3,Rarely,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Obesity
53,172,Male,No,No,Rarely,3,Usually,No,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Obesity
53,175,Male,Yes,Yes,Sometimes,3,Always,Yes,Less than 1 Liter,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
54,173,Male,No,No,Rarely,More than 3,Usually,Yes,Between 1 and 2 Liters,No,1-2 days per week,More than 5 hourse per day,Public Transportation,Obesity
54,172,Male,No,Yes,Rarely,3,Rarely,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Motorbike,Obesity
54,177,Male,No,No,Sometimes,3,Usually,Yes,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Public Transportation,Obesity
19,170,Male,No,No,Rarely,1 or 2 ,Sometimes,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Walking,Underweight
21,171,Male,No,Yes,Rarely,More than 3,Sometimes,Yes,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Motorbike,Underweight
23,176,Male,No,No,Always,1 or 2 ,Always,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Walking,Underweight
24,165,Male,No,No,Always,1 or 2 ,Sometimes,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Motorbike,Underweight
25,176,Male,No,No,Always,1 or 2 ,Sometimes,Yes,Less than 1 Liter,No,No sports,1-2 hours per day,Walking,Underweight
29,174,Male,Yes,No,Sometimes,1 or 2 ,Sometimes,No,Less than 1 Liter,No,No sports,3-5 hours per day,Bike,Underweight
36,168,Male,No,No,Always,3,Always,No,More than 2 Liters,No,No sports,1-2 hours per day,Public Transportation,Underweight
18,159,Female,No,No,Always,1 or 2 ,Sometimes,Yes,More than 2 Liters,No,No sports,3-5 hours per day,Motorbike,Underweight
18,158,Female,Yes,No,Always,1 or 2 ,Rarely,No,Less than 1 Liter,No,No sports,3-5 hours per day,Public Transportation,Underweight
18,163,Female,No,No,Sometimes,1 or 2 ,Always,Yes,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Motorbike,Underweight
19,169,Female,No,No,Always,1 or 2 ,Sometimes,Yes,Less than 1 Liter,No,No sports,1-2 hours per day,Public Transportation,Underweight
20,159,Female,Yes,No,Always,1 or 2 ,Usually,Yes,Between 1 and 2 Liters,No,No sports,1-2 hours per day,Public Transportation,Underweight
21,158,Female,No,No,Sometimes,3,Rarely,No,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Public Transportation,Underweight
21,161,Female,No,No,Always,1 or 2 ,Sometimes,Yes,More than 2 Liters,No,No sports,More than 5 hourse per day,Public Transportation,Underweight
21,156,Female,No,No,Always,1 or 2 ,Sometimes,No,Less than 1 Liter,No,No sports,3-5 hours per day,Motorbike,Underweight
22,163,Female,No,Yes,Sometimes,3,Usually,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Bike,Underweight
22,158,Female,No,No,Always,1 or 2 ,Usually,Yes,More than 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Underweight
23,163,Female,No,No,Always,3,Rarely,Yes,Less than 1 Liter,No,No sports,More than 5 hourse per day,Public Transportation,Underweight
23,157,Female,No,No,Sometimes,1 or 2 ,Usually,Yes,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Underweight
23,168,Female,No,No,Always,3,Rarely,No,Less than 1 Liter,No,No sports,More than 5 hourse per day,Walking,Underweight
23,170,Female,No,No,Sometimes,3,Always,Yes,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Walking,Underweight
24,163,Female,No,Yes,Always,1 or 2 ,Always,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Walking,Underweight
24,166,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Underweight
25,170,Female,No,No,Always,1 or 2 ,Usually,No,Less than 1 Liter,No,No sports,3-5 hours per day,Public Transportation,Underweight
27,159,Female,No,Yes,Sometimes,3,Rarely,Yes,More than 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Underweight
27,164,Female,No,No,Always,1 or 2 ,Rarely,No,Less than 1 Liter,No,No sports,1-2 hours per day,Walking,Underweight
28,166,Female,No,No,Sometimes,3,Usually,Yes,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Underweight
29,158,Female,No,No,Always,3,Always,Yes,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Bike,Underweight
31,162,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Less than 1 Liter,No,1-2 days per week,More than 5 hourse per day,Public Transportation,Underweight
32,166,Female,No,No,Always,3,Usually,No,Less than 1 Liter,No,No sports,More than 5 hourse per day,Public Transportation,Underweight
32,165,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Underweight
34,151,Female,No,No,Always,3,Usually,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Public Transportation,Underweight
36,165,Female,No,No,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,No sports,1-2 hours per day,Public Transportation,Underweight
39,159,Female,No,No,Sometimes,1 or 2 ,Sometimes,Yes,Between 1 and 2 Liters,No,No sports,More than 5 hourse per day,Automobile,Underweight
41,156,Female,No,No,Always,1 or 2 ,Usually,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Automobile,Underweight
44,155,Female,No,No,Rarely,1 or 2 ,Rarely,No,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Automobile,Underweight
19,157,Female,No,Yes,Rarely,More than 3,Always,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Walking,Obesity
22,161,Female,Yes,Yes,Rarely,More than 3,Rarely,No,Less than 1 Liter,Yes,1-2 days per week,3-5 hours per day,Walking,Obesity
22,163,Female,No,No,Rarely,More than 3,Always,Yes,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Motorbike,Obesity
23,164,Female,No,No,Rarely,3,Always,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Obesity
26,160,Female,Yes,Yes,Rarely,3,Rarely,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Walking,Obesity
26,165,Female,No,Yes,Rarely,More than 3,Always,Yes,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Bike,Obesity
27,168,Female,No,Yes,Sometimes,3,Usually,Yes,Less than 1 Liter,Yes,1-2 days per week,3-5 hours per day,Walking,Obesity
29,157,Female,Yes,Yes,Rarely,More than 3,Always,No,Between 1 and 2 Liters,No,7 days per week,More than 5 hourse per day,Public Transportation,Obesity
30,162,Female,No,Yes,Sometimes,More than 3,Always,No,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Public Transportation,Obesity
